product_name,product_link,link,option_1,option_2,option_3,shipping_option
COLAR JESUS,,http://pt.aliexpress.com/store/product/Fashion-necklaces-JESUS-cross-Pendant-316L-Stainless-Steel-necklaces-pendants-Leather-Chain-women-men-jewelry/105866_32271055073.html,,,,
CONJUNTO DE ANEIS MISTO 6 PEÇAS,,http://pt.aliexpress.com/store/product/6PCS-Set-Vintage-Bohemian-Turkish-Midi-Ring-Set-Steam-punk-Natural-Stone-Snake-Ring-Knuckle-Rings/605091_32648506368.html,,,,
PULSEIRA ROSA ARVORE,,http://pt.aliexpress.com/store/product/2015-New-Cheap-Gold-Suede-Chain-Life-Tree-Charm-Leather-Wrap-Bracelet-pulseira-couro-pulsera-hombre/334595_32317032729.html,,,,
COLAR PENAS PRETAS,,http://pt.aliexpress.com/store/product/New-fashion-jewelry-leafther-choker-necklace-gift-for-women-girl-N1760/805930_32586234148.html,,,,
BRINCOS FILTRO DE SONHOS PENAS,,"http://pt.aliexpress.com/item/17KM-Bohemia-Vintage-Women-Dream-Catcher-Long-Feather-Drop-Earrings-Tassel-Bead-Tibetan-Earrings-Pendiente-Women/32648688261.html?spm=2114.30010508.3.135.eF8z0D&ws_ab_test=searchweb201556_7,searchweb201602_3_10037_10033_507_10032_10020_10017_10021_10022_401_10009_10008_10018_10019_101,searchweb201603_6&btsid=192d9f2a-fc3f-4e5b-a8ec-99975698f125",,,,
BRINCO FEMININO,,http://pt.aliexpress.com/store/product/New-Arrival-Simple-Women-Double-Side-Bars-Earrings-Punk-Jewelry-Stud-Earrings-for-Women-Top-Quality/1050087_32419819270.html,,,,
PULSEIRA DE COURO UNISSEX,,http://pt.aliexpress.com/store/product/Min-order-is-10-mix-order-61B11-Fashion-personality-belt-leather-bracelet-jewelry-wholesale-free-shipping/605091_942320079.html,,,,
BRINCOS FOLHAS DE CRISTAIS,,http://pt.aliexpress.com/store/product/New-Fashion-Needle-Zircon-Stud-Earrings-for-Women-Zinrcon-Leaf-Golden-Silver-Ear-Jacket-Earring/1050087_32457573096.html,,,,
CONJUNTO 4 ANEIS CORAÇÃO,,http://pt.aliexpress.com/store/product/2015-New-Fashion-18K-Gold-And-Silver-Plated-Love-Heart-Crystal-Leaves-Charm-Knuckle-Ring-For/334595_32292874344.html,,,,
ANEL FEMININO DUPLO LUXO,,http://pt.aliexpress.com/store/product/New-fashion-accessories-jewelry-full-rhinestone-rose-flower-double-finger-chain-link-ring-for-women-girl/805930_32509626692.html,,,,
BRINCOS TRIANGULARES OURO E PRATA,,http://pt.aliexpress.com/store/product/1Pair-European-Summer-Fashion-Women-Triangle-Stud-Earrings-Brand-Simple-Punk-Statement-Earrings-Earrings-For-Women/605091_32660080784.html,,,,
COLAR FEMININO DIVERSOS,,http://pt.aliexpress.com/store/product/New-fashion-jewelry-Elephant-giraffe-love-pendant-necklace-gift-for-women-girl-N1738/805930_32541418818.html,,,,
CONJUNTO DE ANEIS SETAS 6 PEÇAS,,http://pt.aliexpress.com/store/product/6PCS-Set-New-Bohemia-Vintage-Turkish-Beach-Rings-For-Women-Tibetan-Silver-Plated-knuckle-Joint-Ring/605091_32649921834.html,,,,
BRACELETE DIAMANTES,,"http://pt.aliexpress.com/item/Unique-CZ-Diamond-Micro-Pave-Fashion-Bracelets-Bangles-18K-Rose-Gold-Plated-Crystal-Jewelry-SL-177/32391716343.html?spm=2114.30010508.3.245.JdekPO&ws_ab_test=searchweb201556_9,searchweb201644_3_505_506_503_504_301_502_10001_10002_10017_10010_10005_10011_10006_10003_10004_10009_10008,searchweb201560_5,searchweb1451318400_-1,searchweb1451318411_6452&btsid=daea886e-b322-4c6a-ad51-b7ba02598147",,,,
COLAR HAMSA DIAMANTES,,http://pt.aliexpress.com/store/product/Hamsa-Fatima-Hand-Charm-Pendant-Necklace-Evil-Eye-Inlaid-Turquoise-Bohemian-Style-Gold-Accessories/1050087_32466824883.html,,,,
CONJUNTO FEMININO BRINCOS E COLAR,,http://pt.aliexpress.com/store/product/Fashion-Pendientes-Austrian-Crystal-Circle-Jewelry-Sets-Party-Gold-Pendant-Necklace-Drop-Earrings-Set-For-Women/908304_32501759262.html,,,,
BRINCOS TREVO,,http://pt.aliexpress.com/store/product/E242-Fashion-asymmetric-love-shape-clovers-cute-exaggeration-long-crystal-earrings-tassel-earrings/1050087_2027505333.html,,,,
PULSEIRA LOVE,,http://pt.aliexpress.com/store/product/Free-shipping-NEW-Fashion-2014-Best-Gift-Infinity-love-Birds-sister-Charm-With-Handwoven-Bracelet/619852_1820608933.html?storeId=619852,,,,
PULSEIRA PINGENTES,,http://pt.aliexpress.com/store/product/2015-Fine-Jewelry-Dragonfly-Vintage-LOVE-Heart-Bangle-Alloy-Trendy-Anchor-Summer-Style-Leaf-Bangles-Best/908304_32344385781.html,,,,
HEADBAND CORRENTES,,http://pt.aliexpress.com/store/product/Hot-Sale-Fashion-Deaign-Head-Chain-Pieces-Women-Simple-Hair-Lead-Headpiece-Headband-Chain-Hair-Head/605091_32324073918.html?storeId=605091,,,,
ANEL COROA,,"http://pt.aliexpress.com/item/Crystal-Rhinestone-Crown-Ring-For-Women-Cute-Elegant-Luxury-CZ-Diamond-Party-Engagement-Party-Ring/32556173080.html?spm=2114.30010508.3.20.BrbZ5m&ws_ab_test=searchweb201556_2,searchweb201644_5_10001_10002_10005_301_10006_10003_10004_62,searchweb201560_2,searchweb1451318400_6148,searchweb1451318411_6452&btsid=250036a3-7e70-4813-9195-2479cbe243fd",,,,
BRINCOS PEDRAS CRISTAIS,,http://pt.aliexpress.com/store/product/2015Fashion-Alloy-Resin-Earring-Delicate-Elegant-Charm-Beautiful-Tree-Flower-White-Crystal-Stud-Earrings-Jewelry-Women/605091_32325420875.html?storeId=605091,,,,
ANEL FOLHAS DIAMANTES,,"http://pt.aliexpress.com/item/Euramerica-Style-Couple-Leaves-Crystal-Drill-Lover-Rings-For-Women-Party-Wedding-Ring-Jewelry-Free-Shipping/32345304761.html?spm=2114.30010508.3.38.oobpDO&ws_ab_test=searchweb201556_9,searchweb201644_3_505_506_503_504_301_502_10001_10002_10017_10010_10005_10011_10006_10003_10004_10009_10008,searchweb201560_5,searchweb1451318400_-1,searchweb1451318411_6452&btsid=2b41f145-b88d-4ac3-93bc-f6fd8fc5686d",,,,
BRACELETE ABACAXI,,http://pt.aliexpress.com/store/product/New-fashion-accessories-jewelry-copper-alloy-cute-Pineapple-fruit-cuff-bangle-for-women-girl-nice-gift/805930_32473253043.html,,,,
PULSEIRA CORUJA BRANCA,,http://pt.aliexpress.com/item/Love-Heart-Eiffel-Tower-Friendship-multilayer-leather-Double-infinite-Charrm-bracelet-Anchor-bracelets-bangles-pulseira-couro/32314259105.html?adminSeq=201988851&shopNumber=334595,,,,
PULSEIRA CORUJINHA PRETA,,http://pt.aliexpress.com/item/Womens-Fashion-Vintage-Anchors-Harry-Potter-Rudder-Rectangle-Leather-Bracelet-Multilayer-Bracelets/1823221233.html?adminSeq=202401490&shopNumber=619852,,,,
RELOGIO MARINHEIRO,,"http://pt.aliexpress.com/item/watches-brand-new-luxury-watch-Women-s-Ladies-Vintage-Flower-Watch-Anchor-Leather-Quartz-Watch-montre/32566667374.html?spm=2114.30010508.3.212.4sv6fJ&ws_ab_test=searchweb201556_9,searchweb201602_5_505_506_503_504_301_10033_10032_10020_502_10001_10002_10017_10005_10006_10003_10021_10004_10022_10018_10019,searchweb201603_2&btsid=234a318e-5431-4984-8ba9-e132c5b65373",,,,
PULSEIRA CORUJINHA BRANCA,,http://pt.aliexpress.com/item/Womens-Fashion-Vintage-Anchors-Harry-Potter-Rudder-Rectangle-Leather-Bracelet-Multilayer-Bracelets/1823221233.html?adminSeq=202401490&shopNumber=619852,,,,
BRINCOS PEDRAS,,http://pt.aliexpress.com/store/product/New-2014-Brand-Design-Charm-Simple-Square-Acrylic-Pendant-Drop-Earrings-Women-Cheap-Dangle-Earring-Statement/605091_32252615683.html?storeId=605091,,,,
Conjunto de Colar + Brinco | Cristal Bola,,"http://pt.aliexpress.com/item/Free-shipping-New-Fashion-women-Jewelry-Sets-Rhinestone-ball-Necklace-Earrings-Dangle-Pendants18K-Gold-Filled-Crystal/32324097799.html?spm=2114.02010208.3.111.BMHeUa&ws_ab_test=searchweb201556_0,searchweb201602_1_10037_10017_507_10033_10032_401,searchweb201603_6&btsid=a9530f56-e501-42f7-8399-a37e1fc1a4cb",,,,
BRACELETE ONDA,,"http://pt.aliexpress.com/item/Free-shipping-Fashion-Women-s-Girl-s-18k-Rose-Gold-Filled-Clear-Austrian-Crystal-Bracelets-Bangles/1702546885.html?spm=2114.30010508.3.223.cIEqu3&ws_ab_test=searchweb201556_9,searchweb201602_5_10036_10035_301_10034_10033_507_10032_10020_10017_10005_10006_10021_10022_401_10018_10019,searchweb201603_9&btsid=834df418-ae39-4ee4-8009-2f27753ef24a",,,,
Bracelete Apanhaor de Sonhos,,"http://pt.aliexpress.com/item/New-fashion-accessories-jewelry-chain-link-Dream-catcher-charm-bracelet-for-women-girl-nice-gift-B3315/32446336446.html?spm=2114.30010508.3.114.ut48YM&ws_ab_test=searchweb201556_3,searchweb201644_5_505_506_503_504_502_10001_10002_10016_10005_10006_10003_10004,searchweb201560_2,searchweb1451318400_-1,searchweb1451318411_6452&btsid=16165504-8578-4772-8c30-4b6777746f68",,,,
Anel Filtro dos Sonhos,,http://pt.aliexpress.com/store/product/New-fashion-accessories-jewelry-18K-gold-plated-Dream-catcher-midi-finger-ring-for-women-girl-nice/805930_32393265278.html,,,,
Pulseira Tartaruga,,,,,,
COLAR LAÇO,,http://pt.aliexpress.com/store/product/2015-New-Arrival-Fashion-Vintage-punk-Metal-Bow-Pendant-Necklace-Flower-long-Chain-Necklace-Statement-jewelry/908304_32254779990.html,,,,
Conjunto Colar Pedras + Brinco,,http://pt.aliexpress.com/store/product/Brand-Design-Cheap-Wild-Multilayer-Bohemia-Beads-Chunky-Choker-Necklace-Statement-Necklace-Pendants-Jewelry-For-Women/605091_32247416478.html,,,,
anel regulavel luxo,,http://pt.aliexpress.com/store/product/New-fashion-accessories-jewelry-hollow-finger-ring-for-women-girl-nice-gift-R1499/805930_32443001304.html,,,,
Conjunto de Anéis Falange dourado 4 peças,,Conjunto de Anéis Falange dourado 4 peças,,,,
RELOGIO DIGITAL,,"http://pt.aliexpress.com/item/Superior-New-Fashion-Men-and-Women-Rubber-LED-Watch-Date-Sports-Bracelet-Digital-Wrist-Watch-July10/32394930623.html?spm=2114.02010208.3.359.vXB28M&ws_ab_test=searchweb201556_7,searchweb201602_4_10037_10017_507_10033_10032_401_10040,searchweb201603_3&btsid=0f50c32a-57d1-4c72-8046-8bba0d6208a8",,,,
Colar Garrafa de Cristais Azul Escuro,,"http://pt.aliexpress.com/item/SIF-2016-High-Quality-New-Women-Ladies-Popular-Crystal-Necklace-Love-Drift-Bottles-Hot-Sale-Collares/32656928848.html?spm=2114.30010508.3.119.FOGfgV&ws_ab_test=searchweb201556_0,searchweb201602_1_10037_10017_507_10032_401_10040,searchweb201603_6&btsid=72e8444e-2a5e-459f-8e74-bf903b10aec8",,,,
pulseira marinheiro cores 2,,"http://pt.aliexpress.com/item/Fashion-Jewelry-Colorful-Rope-Men-Bracelet-Anchor-Bracelets-for-Women-Best-Gift-Sumer-Sailor-Style/32585388772.html?spm=2114.02010208.3.68.1W3PIL&ws_ab_test=searchweb201556_7,searchweb201602_2_10037_10017_507_10033_10032_401_10040,searchweb201603_9&btsid=d6f48b66-0f58-44c9-9e8e-966d8b22ebb3",,,,
Bracelete Maia,,"http://pt.aliexpress.com/item/Superior-Retro-Girl-Boy-Style-Bracelet-Bangle-Charm-Cuff-Jewelry-Mar28/32639989525.html?spm=2114.02010208.3.147.Fky83K&ws_ab_test=searchweb201556_0,searchweb201602_4_10017_10021_507_10022_10020_10009_10008_10018_10019_101,searchweb201603_9&btsid=0058702e-d73f-4c07-aebe-e553f9360f03",,,,
Pulseira Budista,,"http://pt.aliexpress.com/item/Buddhist-Tibetan-Decor-square-Prayer-beads-Natural-Handmade-Bracelet-Bangle-Wrist-Ornament-Wood-Buddha-Beads-Women/32560490079.html?spm=2114.02010208.3.383.Fky83K&ws_ab_test=searchweb201556_0,searchweb201602_4_10017_10021_507_10022_10020_10009_10008_10018_10019_101,searchweb201603_9&btsid=0058702e-d73f-4c07-aebe-e553f9360f03",,,,
Relógio Turntable Blac,,"http://pt.aliexpress.com/item/PAIDU-Fashion-Cool-Unique-Design-Quartz-Wrist-Watch-Turntable-Black-Dial-Clock-Hours-Mens-Womens-Gift/32473461484.html?spm=2114.02010208.3.40.NJ6Lu6&ws_ab_test=searchweb201556_0,searchweb201602_3_10038_10037_10033_507_10032_10020_10017_10021_10022_10009_10008_10018_10019_101,searchweb201603_1&btsid=b248fa93-a5bf-4fa4-85c7-b28b835b5b43",,,,
